Order ID,Product Name,Category,Price (INR),Quantity Sold,Total Sales (INR),Order Date,Payment Method,Customer Rating
ORD00001,Educational Book,1,1.7311995100528128,-0.7781137984197947,0.3857787650995513,2024-09-12,2,0.4270485023795603
ORD00002,Jeans,2,-0.8296178046721611,0.6405075296017089,-0.4070432938068473,2024-12-18,4,0.7764438817042157
ORD00003,Face Cream,0,-0.9469379389634618,0.6405075296017089,-0.5190217457137878,2024-05-18,2,1.2131881058600356
ORD00004,Smartwatch,3,0.5738544311573328,-1.4874244624305464,-0.7160833525564699,2024-11-08,2,0.16500196788606883
ORD00005,Cookware Set,4,0.1459623748216908,-0.0688031344090429,0.07668334511224004,2024-12-27,4,0.07765312305490486
ORD00006,Mixer Grinder,4,-0.9904596285389875,-0.7781137984197947,-0.9130911126026156,2024-10-22,5,-1.1452307045813896
ORD00007,Sneakers,2,0.9962586757702977,-0.0688031344090429,0.6853695524132521,2024-07-04,5,-0.883184170087898
ORD00008,Table Lamp,4,0.02103814469312094,-0.0688031344090429,-0.012743900134066065,2024-12-27,2,-0.5337887907632425
ORD00009,Jacket,2,-1.5890020378150511,-0.7781137984197947,-1.1987362526983758,2025-01-18,2,-0.3590911011009146
ORD00010,Tablet,3,0.16616121717232546,-0.7781137984197947,-0.3611116398189197,2024-03-14,2,0.8637927265353798
ORD00011,Perfume,0,1.5436188841956564,1.3498181936124605,2.63907755845644,2025-02-08,4,-0.6211376355944065
ORD00012,Lipstick,0,1.710834947353318,1.3498181936124605,2.838580780979564,2024-04-13,4,-1.494626083906045
ORD00013,Educational Book,1,-1.2587298448526028,1.3498181936124605,-0.7043667944438923,2024-02-23,0,-1.5819749287372091
ORD00014,Smartphone,3,-0.9657059447701091,-1.4874244624305464,-1.0834490834155197,2024-06-02,5,0.6017461920418883
ORD00015,Comic Book,1,-1.2468628574882734,-1.4874244624305464,-1.150537985118749,2024-09-12,1,-1.2325795494125533
ORD00016,Mixer Grinder,4,-0.4458489675187582,1.3498181936124605,0.265470382039687,2024-03-30,2,-1.2325795494125533
ORD00017,Cookbook,1,-0.261118731661995,-0.7781137984197947,-0.5650244101646478,2024-03-30,2,-0.6211376355944065
ORD00018,Perfume,0,1.3780170077551894,0.6405075296017089,1.7000760865518416,2024-04-22,0,-0.44643994593207853
ORD00019,Cookbook,1,-1.4189659079548727,1.3498181936124605,-0.8955422733402019,2024-03-22,5,0.8637927265353798
ORD00020,T-Shirt,2,0.5673638350258087,1.3498181936124605,1.474320868004888,2025-01-06,0,1.2131881058600356
ORD00021,Cookware Set,4,1.6225856882169443,-1.4874244624305464,-0.4658379378598579,2024-07-09,3,1.3005369506911992
ORD00022,Jeans,2,0.8892110875294003,-0.0688031344090429,0.6087393349062721,2025-01-22,5,1.1258392610288712
ORD00023,Educational Book,1,1.6739822677317064,0.6405075296017089,1.9825658043705758,2024-06-23,4,-1.2325795494125533
ORD00024,Bedsheet,4,0.5631460758490762,-1.4874244624305464,-0.7186385513233556,2024-03-19,5,-0.184393411438587
ORD00025,Cookware Set,4,-1.4353933782812365,-0.7781137984197947,-1.1254288873514018,2024-11-24,0,-1.6693237735683728
ORD00026,T-Shirt,2,-1.58436750959076,0.6405075296017089,-1.1274286227577681,2024-07-23,0,0.33969965754839637
ORD00027,Jeans,2,1.0159970271089938,0.6405075296017089,1.3545391739236443,2024-08-24,5,-0.44643994593207853
ORD00028,Mixer Grinder,4,0.31438995950846554,0.6405075296017089,0.6848768542249453,2024-07-21,4,-0.6211376355944065
ORD00029,Lipstick,0,-0.22755436687755146,1.3498181936124605,0.5259147165427493,2024-04-16,5,-0.70848648042557
ORD00030,Lipstick,0,1.7331352647660936,0.6405075296017089,2.039025516708782,2024-08-05,1,0.6017461920418883
ORD00031,Perfume,0,1.6311770542176351,-1.4874244624305464,-0.46378788935297804,2024-04-14,3,0.5143973472107243
ORD00032,Hair Dryer,0,-0.6681173305677375,1.3498181936124605,0.00028500537284427066,2024-10-17,0,-1.6693237735683728
ORD00033,Laptop,3,0.8786592850613432,-0.0688031344090429,0.6011858072509059,2024-10-01,0,0.16500196788606883
ORD00034,Table Lamp,4,0.9607839432196328,-0.7781137984197947,0.018109809467506392,2024-07-15,3,0.07765312305490486
ORD00035,Laptop,3,1.7513602719828587,-0.7781137984197947,0.39540017801314997,2024-05-01,0,0.4270485023795603
ORD00036,Shampoo,0,-0.8162113810458678,-0.0688031344090429,-0.6120905488470992,2024-06-10,5,-1.4072772390748813
ORD00037,Perfume,0,0.7339318258404812,0.6405075296017089,1.0853166336864937,2024-06-27,1,-1.6693237735683728
